trans_id,account_from,account_id,account_to,amount,date,merchant_type,new_balance,operation
35804,,129,,57.93,2019-04-20,Uncategorised,-3450.59,withdrawal
35805,,15,World-of-Warcraft,9.99,2019-04-20,Subscription,-7648.13,
35806,,89,Hulu,9.99,2019-04-20,Subscription,-1760.38,
35807,,77,Dollar-Shave-Club,20.0,2019-04-20,Subscription,-2446.5,
35808,,10,Dashlane,15.0,2019-04-20,Subscription,-1538.21,
35809,,107,Coles,8.75,2019-04-20,Fuel,-5941.48,withdrawal
35810,,16,Dashlane,10.0,2019-04-21,Subscription,-4415.85,
35811,,110,,82.76,2019-04-21,Income,-892.59,deposit
35812,,93,,83.3,2019-04-21,Income,-3100.77,deposit
35813,,45,Hulu,9.99,2019-04-21,Subscription,-6469.68,
35814,,129,,23.19,2019-04-21,Income,-3427.4,deposit
35815,,129,Priceline Pharmacy,32.87,2019-04-21,Health,-3460.27,withdrawal
35816,,95,JBHiFi,24.7,2019-04-21,Entertainment,-2801.14,withdrawal
35817,,95,Chemist Warehouse,24.86,2019-04-21,Health,-2826.0,withdrawal
35818,,26,Netflix,14.99,2019-04-21,Subscription,1983.23,
35819,,64,,1.16,2019-04-21,Income,-7311.22,deposit
35820,,45,Target,34.57,2019-04-21,Shopping,-6504.25,withdrawal
35821,,107,Big W,12.64,2019-04-21,Shopping,-5954.12,withdrawal
35822,,104,Aldi,85.08,2019-04-21,Groceries,215.57,withdrawal
35823,,128,JBHiFi,59.44,2019-04-21,Entertainment,-6508.72,withdrawal
35824,,94,,87.4,2019-04-21,Uncategorised,-6167.2,withdrawal
35825,,104,Lowes,78.2,2019-04-21,Shopping,137.37,withdrawal
35826,,102,Priceline Pharmacy,21.21,2019-04-21,Health,-3459.3,withdrawal
35827,,114,,11.1,2019-04-21,Income,-6266.55,deposit
35828,,10,Coles,22.24,2019-04-21,Groceries,-1560.45,withdrawal
35829,,122,Big W,7.32,2019-04-21,Shopping,-5390.6,withdrawal
35830,,19,,31.22,2019-04-21,Uncategorised,958.33,withdrawal
35831,,48,EB Games,52.15,2019-04-21,Entertainment,-4983.92,withdrawal
35832,,76,Caltex,89.62,2019-04-21,Fuel,-141.24,withdrawal
35833,,56,EB Games,6.48,2019-04-21,Entertainment,-4478.05,withdrawal
35834,,105,World-of-Warcraft,10.0,2019-04-21,Subscription,-3948.02,
35835,,104,Woolworths,15.0,2019-04-21,Groceries,122.37,withdrawal
35836,,72,JBHiFi,37.02,2019-04-21,Entertainment,-3003.26,withdrawal
35837,,95,,81.62,2019-04-21,Transfer from Account,-2907.62,withdrawal
35838,,71,711,7.34,2019-04-21,Fuel,-4064.17,withdrawal
35839,,51,,24.77,2019-04-21,Income,-2292.54,deposit
35840,,77,Myer,42.5,2019-04-21,Shopping,-2489.0,withdrawal
35841,,87,Woolworths,60.99,2019-04-21,Groceries,-4867.36,withdrawal
35842,,103,Event Cinemas,32.82,2019-04-21,Entertainment,2753.01,withdrawal
35843,,121,,75.69,2019-04-21,Transfer to Account,1119.77,deposit
35844,,101,Dollar-Shave-Club,9.99,2019-04-21,Subscription,-6402.61,
35845,,116,Kmart,2.61,2019-04-21,Shopping,3813.54,withdrawal
35846,,11,Netflix,14.99,2019-04-21,Subscription,-2093.41,
35847,,70,Event Cinemas,42.3,2019-04-21,Entertainment,-7170.16,withdrawal
35848,,125,Priceline Pharmacy,29.35,2019-04-21,Health,-4302.47,withdrawal
35849,,127,Myer,65.0,2019-04-21,Shopping,-1022.2,withdrawal
35850,,3,Hulu,9.99,2019-04-21,Subscription,-7460.8,
35851,,27,711,8.46,2019-04-21,Fuel,607.68,withdrawal
35852,,25,,87.59,2019-04-21,Income,-6659.18,deposit
35853,,65,IGA,10.13,2019-04-21,Groceries,-2804.69,withdrawal
35854,,94,Red Rooster,37.84,2019-04-21,Food,-6205.04,withdrawal
35855,,20,Dashlane,14.99,2019-04-21,Subscription,-3695.11,
35856,,125,Event Cinemas,51.32,2019-04-21,Entertainment,-4353.79,withdrawal
35857,,82,,64.72,2019-04-21,Income,-4771.5,deposit
35858,,125,Woolworths,53.07,2019-04-21,Groceries,-4406.86,withdrawal
35859,,69,Aldi,50.54,2019-04-21,Groceries,1064.55,withdrawal
35860,,73,Aldi,99.0,2019-04-21,Groceries,-5135.26,withdrawal
35861,,124,,52.28,2019-04-21,Uncategorised,-1137.74,withdrawal
35862,,37,,62.62,2019-04-21,Transfer to Account,475.75,deposit
35863,,61,Dollar-Shave-Club,14.99,2019-04-21,Subscription,-3325.83,
35864,,130,Myer,80.15,2019-04-21,Shopping,-2234.1,withdrawal
35865,,68,,21.91,2019-04-21,Uncategorised,338.31,withdrawal
35866,,110,,80.4,2019-04-21,Transfer to Account,-812.19,deposit
35867,,103,Spotify,20.0,2019-04-21,Subscription,2733.01,
35868,,84,Chemist Warehouse,17.86,2019-04-21,Health,-5629.51,withdrawal
35869,,104,JBHiFi,50.42,2019-04-21,Entertainment,71.95,withdrawal
35870,,40,Lowes,67.01,2019-04-21,Shopping,1268.34,withdrawal
35871,,44,Spotify,15.0,2019-04-21,Subscription,-726.25,
35872,,84,Dollar-Shave-Club,14.99,2019-04-21,Subscription,-5644.5,
35873,,79,World-of-Warcraft,10.0,2019-04-21,Subscription,-4430.5,
35874,,103,Event Cinemas,34.94,2019-04-21,Entertainment,2698.07,withdrawal
35875,,53,,62.32,2019-04-21,Transfer from Account,-8107.03,withdrawal
35876,,113,McDonalds,83.81,2019-04-21,Food,-3602.75,withdrawal
35877,,102,711,97.13,2019-04-21,Fuel,-3556.43,withdrawal
35878,,59,IGA,67.58,2019-04-21,Groceries,-4603.72,withdrawal
35879,,66,Audible,9.99,2019-04-21,Subscription,-6891.57,
35880,,41,,81.9,2019-04-21,Uncategorised,-2829.03,withdrawal
35881,,128,World-of-Warcraft,19.99,2019-04-21,Subscription,-6528.71,
35882,,102,Priceline Pharmacy,35.85,2019-04-21,Health,-3592.28,withdrawal
35883,,67,,37.77,2019-04-21,Transfer to Account,-647.48,deposit
35884,,53,Dashlane,19.99,2019-04-21,Subscription,-8127.02,
35885,,37,Spotify,14.99,2019-04-21,Subscription,460.76,
35886,,105,Kmart,56.87,2019-04-21,Shopping,-4004.89,withdrawal
35887,,130,Red Rooster,50.46,2019-04-21,Food,-2284.56,withdrawal
35888,,63,,26.51,2019-04-21,Transfer to Account,1681.71,deposit
35889,,47,,19.23,2019-04-21,Income,-4192.2,deposit
35890,,113,World-of-Warcraft,10.0,2019-04-21,Subscription,-3612.75,
35891,,93,HBO-Go,9.99,2019-04-21,Subscription,-3110.76,
35892,,107,Shell,53.38,2019-04-21,Fuel,-6007.5,withdrawal
35893,,76,World-of-Warcraft,20.0,2019-04-21,Subscription,-161.24,
35894,,62,Big W,80.69,2019-04-21,Shopping,-1131.9,withdrawal
35895,,30,HBO-Go,20.0,2019-04-21,Subscription,-6899.83,
35896,,101,Priceline Pharmacy,56.75,2019-04-21,Health,-6459.36,withdrawal
35897,,94,Spotify,15.0,2019-04-21,Subscription,-6220.04,
35898,,110,,75.71,2019-04-21,Uncategorised,-887.9,withdrawal
35899,,64,Caltex,48.37,2019-04-21,Fuel,-7359.59,withdrawal
35900,,31,Audible,20.0,2019-04-21,Subscription,615.39,
35901,,52,Audible,15.0,2019-04-21,Subscription,-1507.96,
35902,,47,iTunes,14.99,2019-04-21,Subscription,-4207.19,
35903,,107,Caltex,85.05,2019-04-21,Fuel,-6092.55,withdrawal
35904,,126,Dollar-Shave-Club,20.0,2019-04-21,Subscription,-1358.0,
35905,,13,Audible,20.0,2019-04-21,Subscription,-2167.53,
35906,,55,Hulu,14.99,2019-04-21,Subscription,-274.27,
35907,,115,Chemist Warehouse,75.94,2019-04-21,Health,1475.56,withdrawal
35908,,129,EB Games,79.76,2019-04-21,Entertainment,-3540.03,withdrawal
35909,,87,,41.72,2019-04-21,Transfer from Account,-4909.08,withdrawal
35910,,125,Dashlane,19.99,2019-04-21,Subscription,-4426.85,
35911,,82,Spotify,9.99,2019-04-21,Subscription,-4781.49,
35912,,85,Priceline Pharmacy,97.32,2019-04-21,Health,-6823.5,withdrawal
35913,,94,Audible,20.0,2019-04-21,Subscription,-6240.04,
35914,,64,iTunes,15.0,2019-04-21,Subscription,-7374.59,
35915,,82,Kmart,9.31,2019-04-21,Shopping,-4790.8,withdrawal
35916,,83,,95.68,2019-04-21,Income,-6209.04,deposit
35917,,60,Audible,19.99,2019-04-21,Subscription,-192.15,
35918,,71,Audible,19.99,2019-04-22,Subscription,-4084.16,
35919,,126,Woolworths,78.95,2019-04-22,Groceries,-1436.95,withdrawal
35920,,127,KFC,83.33,2019-04-22,Food,-1105.53,withdrawal
35921,,118,HBO-Go,15.0,2019-04-22,Subscription,-6977.92,
35922,,116,Coles,67.29,2019-04-22,Fuel,3746.25,withdrawal
35923,,43,,32.29,2019-04-22,Uncategorised,1600.66,withdrawal
35924,,88,Woolworths,42.8,2019-04-22,Groceries,946.85,withdrawal
35925,,63,HBO-Go,14.99,2019-04-22,Subscription,1666.72,
35926,,125,Myer,6.48,2019-04-22,Shopping,-4433.33,withdrawal
35927,,99,Priceline Pharmacy,98.83,2019-04-22,Health,-3538.83,withdrawal
35928,,114,HBO-Go,9.99,2019-04-22,Subscription,-6276.54,
35929,,114,,79.65,2019-04-22,Uncategorised,-6356.19,withdrawal
35930,,107,Caltex,19.46,2019-04-22,Fuel,-6112.01,withdrawal
35931,,130,,17.25,2019-04-22,Transfer to Account,-2267.31,deposit
35932,,24,Dashlane,19.99,2019-04-22,Subscription,2923.24,
35933,,51,Dashlane,10.0,2019-04-22,Subscription,-2302.54,
35934,,61,Priceline Pharmacy,86.65,2019-04-22,Health,-3412.48,withdrawal
35935,,51,Woolworths,93.29,2019-04-22,Groceries,-2395.83,withdrawal
35936,,50,Priceline Pharmacy,58.62,2019-04-22,Health,998.42,withdrawal
35937,,119,HBO-Go,15.0,2019-04-22,Subscription,-1366.83,
35938,,96,,96.58,2019-04-22,Transfer from Account,-5719.43,withdrawal
35939,,121,,32.79,2019-04-22,Transfer from Account,1086.98,withdrawal
35940,,126,,87.54,2019-04-22,Income,-1349.41,deposit
35941,,69,Caltex,54.11,2019-04-22,Fuel,1010.44,withdrawal
35942,,119,World-of-Warcraft,20.0,2019-04-22,Subscription,-1386.83,
35943,,130,Hungry Jacks,47.48,2019-04-22,Food,-2314.79,withdrawal
35944,,114,,42.64,2019-04-22,Income,-6313.55,deposit
35945,,124,iTunes,19.99,2019-04-22,Subscription,-1157.73,
35946,,101,Audible,14.99,2019-04-22,Subscription,-6474.35,
35947,,124,,22.19,2019-04-22,Transfer from Account,-1179.92,withdrawal
35948,,104,,22.08,2019-04-22,Income,94.03,deposit
35949,,118,KFC,84.48,2019-04-22,Food,-7062.4,withdrawal
35950,,98,Chemist Warehouse,74.55,2019-04-22,Health,997.47,withdrawal
35951,,121,,19.31,2019-04-22,Uncategorised,1067.67,withdrawal
35952,,105,World-of-Warcraft,20.0,2019-04-22,Subscription,-4024.89,
35953,,128,Coles,21.19,2019-04-22,Fuel,-6549.9,withdrawal
35954,,30,KFC,21.3,2019-04-22,Food,-6921.13,withdrawal
35955,,12,World-of-Warcraft,20.0,2019-04-22,Subscription,-1090.19,
35956,,109,Coles,11.63,2019-04-22,Groceries,-3707.23,withdrawal
35957,,111,HBO-Go,9.99,2019-04-22,Subscription,4516.73,
35958,,47,,11.55,2019-04-22,Uncategorised,-4218.74,withdrawal
35959,,128,KFC,74.75,2019-04-22,Food,-6624.65,withdrawal
35960,,65,Kmart,5.58,2019-04-22,Shopping,-2810.27,withdrawal
35961,,90,IGA,17.79,2019-04-22,Groceries,-4129.68,withdrawal
35962,,113,Coles,10.0,2019-04-22,Groceries,-3622.75,withdrawal
35963,,81,Spotify,14.99,2019-04-22,Subscription,-3602.82,
35964,,54,Hulu,9.99,2019-04-22,Subscription,2047.6,
35965,,119,,88.24,2019-04-22,Transfer to Account,-1298.59,deposit
35966,,120,Myer,9.66,2019-04-22,Shopping,2672.09,withdrawal
35967,,130,Aldi,93.11,2019-04-22,Groceries,-2407.9,withdrawal
35968,,110,Netflix,10.0,2019-04-22,Subscription,-897.9,
35969,,94,711,34.75,2019-04-22,Fuel,-6274.79,withdrawal
35970,,119,,85.84,2019-04-22,Uncategorised,-1384.43,withdrawal
35971,,28,World-of-Warcraft,10.0,2019-04-22,Subscription,211.04,
35972,,24,Coles,75.47,2019-04-22,Groceries,2847.77,withdrawal
35973,,65,Chemist Warehouse,77.63,2019-04-22,Health,-2887.9,withdrawal
35974,,130,Hulu,15.0,2019-04-22,Subscription,-2422.9,
35975,,28,HBO-Go,9.99,2019-04-22,Subscription,201.05,
35976,,49,Netflix,20.0,2019-04-22,Subscription,26.85,
35977,,111,,42.8,2019-04-22,Uncategorised,4473.93,withdrawal
35978,,96,IGA,54.03,2019-04-22,Groceries,-5773.46,withdrawal
35979,,123,,41.35,2019-04-22,Transfer to Account,866.18,deposit
35980,,78,,91.41,2019-04-22,Uncategorised,-6667.72,withdrawal
35981,,84,,70.31,2019-04-22,Transfer from Account,-5714.81,withdrawal
35982,,3,,26.67,2019-04-22,Transfer from Account,-7487.47,withdrawal
35983,,123,Lowes,43.99,2019-04-22,Shopping,822.19,withdrawal
35984,,2,Chemist Warehouse,83.07,2019-04-22,Health,-6557.26,withdrawal
35985,,82,KFC,77.45,2019-04-22,Food,-4868.25,withdrawal
35986,,118,,66.47,2019-04-22,Transfer from Account,-7128.87,withdrawal
35987,,88,,55.4,2019-04-22,Transfer from Account,891.45,withdrawal
35988,,127,Shell,40.66,2019-04-22,Fuel,-1146.19,withdrawal
35989,,88,Spotify,9.99,2019-04-22,Subscription,881.46,
35990,,75,,97.87,2019-04-22,Transfer from Account,1172.74,withdrawal
35991,,106,World-of-Warcraft,10.0,2019-04-22,Subscription,963.85,
35992,,74,Priceline Pharmacy,27.95,2019-04-22,Health,2053.62,withdrawal
35993,,127,World-of-Warcraft,20.0,2019-04-22,Subscription,-1166.19,
35994,,130,Chemist Warehouse,78.17,2019-04-22,Health,-2501.07,withdrawal
35995,,104,,77.16,2019-04-22,Income,171.19,deposit
35996,,102,Chemist Warehouse,66.84,2019-04-22,Health,-3659.12,withdrawal
35997,,69,Audible,15.0,2019-04-22,Subscription,995.44,
35998,,120,711,66.93,2019-04-22,Fuel,2605.16,withdrawal
35999,,65,iTunes,15.0,2019-04-22,Subscription,-2902.9,
36000,,114,EB Games,84.07,2019-04-22,Entertainment,-6397.62,withdrawal
36001,,14,World-of-Warcraft,20.0,2019-04-22,Subscription,1899.01,
36002,,62,Dashlane,15.0,2019-04-22,Subscription,-1146.9,
36003,,64,IGA,65.82,2019-04-22,Groceries,-7440.41,withdrawal
36004,,121,,70.96,2019-04-22,Income,1138.63,deposit
36005,,1,iTunes,14.99,2019-04-22,Subscription,-2056.56,
36006,,30,,87.25,2019-04-22,Transfer from Account,-7008.38,withdrawal
36007,,121,Hungry Jacks,2.72,2019-04-22,Food,1135.91,withdrawal
36008,,54,Kmart,75.23,2019-04-22,Shopping,1972.37,withdrawal
36009,,111,Coles,26.34,2019-04-22,Groceries,4447.59,withdrawal
36010,,78,Lowes,11.68,2019-04-22,Shopping,-6679.4,withdrawal
36011,,115,McDonalds,17.87,2019-04-22,Food,1457.69,withdrawal
36012,,34,,11.93,2019-04-22,Transfer to Account,-7702.85,deposit
36013,,122,,58.36,2019-04-22,Uncategorised,-5448.96,withdrawal
36014,,87,,95.25,2019-04-22,Transfer from Account,-5004.33,withdrawal
36015,,86,IGA,37.3,2019-04-22,Groceries,1848.23,withdrawal
36016,,98,Hulu,9.99,2019-04-22,Subscription,987.48,
36017,,99,,96.29,2019-04-22,Transfer from Account,-3635.12,withdrawal
36018,,81,Caltex,83.84,2019-04-22,Fuel,-3686.66,withdrawal
36019,,125,Hungry Jacks,52.59,2019-04-22,Food,-4485.92,withdrawal
36020,,55,World-of-Warcraft,15.0,2019-04-22,Subscription,-289.27,
36021,,130,Priceline Pharmacy,91.26,2019-04-22,Health,-2592.33,withdrawal
36022,,5,Audible,14.99,2019-04-22,Subscription,-6701.53,
36023,,60,HBO-Go,10.0,2019-04-22,Subscription,-202.15,
36024,,75,711,56.61,2019-04-22,Fuel,1116.13,withdrawal
36025,,77,Hungry Jacks,10.47,2019-04-22,Food,-2499.47,withdrawal
36026,,53,Audible,14.99,2019-04-22,Subscription,-8142.01,
36027,,80,Dashlane,19.99,2019-04-22,Subscription,-6682.32,
36028,,124,,93.46,2019-04-22,Transfer to Account,-1086.46,deposit
36029,,115,IGA,75.31,2019-04-22,Groceries,1382.38,withdrawal
36030,,121,Spotify,20.0,2019-04-22,Subscription,1115.91,
36031,,45,Audible,9.99,2019-04-22,Subscription,-6514.24,
36032,,86,Priceline Pharmacy,68.12,2019-04-22,Health,1780.11,withdrawal
36033,,66,Coles,9.98,2019-04-22,Fuel,-6901.55,withdrawal
36034,,35,Spotify,10.0,2019-04-22,Subscription,-7139.54,
36035,,74,Audible,9.99,2019-04-22,Subscription,2043.63,
36036,,110,,9.8,2019-04-22,Transfer from Account,-907.7,withdrawal
36037,,12,,5.74,2019-04-22,Uncategorised,-1095.93,withdrawal
36038,,47,Kmart,99.81,2019-04-22,Shopping,-4318.55,withdrawal
36039,,99,EB Games,14.73,2019-04-22,Entertainment,-3649.85,withdrawal
36040,,98,Netflix,19.99,2019-04-22,Subscription,967.49,
36041,,83,,41.6,2019-04-22,Uncategorised,-6250.64,withdrawal
36042,,56,Shell,22.77,2019-04-22,Fuel,-4500.82,withdrawal
36043,,27,,55.16,2019-04-23,Uncategorised,552.52,withdrawal
36044,,90,,1.42,2019-04-23,Transfer to Account,-4128.26,deposit
36045,,27,,28.88,2019-04-23,Transfer from Account,523.64,withdrawal
36046,,52,HBO-Go,10.0,2019-04-23,Subscription,-1517.96,
36047,,100,,54.29,2019-04-23,Uncategorised,-3964.46,withdrawal
36048,,99,Netflix,20.0,2019-04-23,Subscription,-3669.85,
36049,,129,iTunes,15.0,2019-04-23,Subscription,-3555.03,
36050,,92,,32.21,2019-04-23,Income,-6757.97,deposit
36051,,128,Kmart,26.72,2019-04-23,Shopping,-6651.37,withdrawal
36052,,46,Netflix,9.99,2019-04-23,Subscription,-5167.8,
36053,,44,Dashlane,19.99,2019-04-23,Subscription,-746.24,
36054,,65,KFC,96.13,2019-04-23,Food,-2999.03,withdrawal
36055,,89,Red Rooster,43.61,2019-04-23,Food,-1803.99,withdrawal
36056,,106,,48.45,2019-04-23,Transfer from Account,915.4,withdrawal
36057,,112,JBHiFi,44.85,2019-04-23,Entertainment,-7181.79,withdrawal
36058,,1,Dollar-Shave-Club,14.99,2019-04-23,Subscription,-2071.55,
36059,,92,Priceline Pharmacy,85.81,2019-04-23,Health,-6843.78,withdrawal
36060,,106,Event Cinemas,20.53,2019-04-23,Entertainment,894.87,withdrawal
36061,,107,,6.21,2019-04-23,Uncategorised,-6118.22,withdrawal
36062,,115,Netflix,10.0,2019-04-23,Subscription,1372.38,
36063,,82,Red Rooster,83.51,2019-04-23,Food,-4951.76,withdrawal
36064,,124,JBHiFi,24.87,2019-04-23,Entertainment,-1111.33,withdrawal
36065,,120,Lowes,9.36,2019-04-23,Shopping,2595.8,withdrawal
36066,,99,Kmart,41.23,2019-04-23,Shopping,-3711.08,withdrawal
36067,,129,Kmart,82.25,2019-04-23,Shopping,-3637.28,withdrawal
36068,,83,,83.27,2019-04-23,Uncategorised,-6333.91,withdrawal
36069,,68,World-of-Warcraft,9.99,2019-04-23,Subscription,328.32,
36070,,63,IGA,55.26,2019-04-23,Groceries,1611.46,withdrawal
36071,,99,Dollar-Shave-Club,14.99,2019-04-23,Subscription,-3726.07,
36072,,107,Event Cinemas,90.84,2019-04-23,Entertainment,-6209.06,withdrawal
36073,,92,Spotify,10.0,2019-04-23,Subscription,-6853.78,
36074,,36,Spotify,9.99,2019-04-23,Subscription,-2837.65,
36075,,117,,99.33,2019-04-23,Uncategorised,-4688.0,withdrawal
36076,,113,,47.2,2019-04-23,Income,-3575.55,deposit
36077,,106,Dashlane,9.99,2019-04-23,Subscription,884.88,
36078,,121,,70.37,2019-04-23,Transfer from Account,1045.54,withdrawal
36079,,69,Hulu,19.99,2019-04-23,Subscription,975.45,
36080,,8,Audible,9.99,2019-04-23,Subscription,-7312.92,
36081,,128,,73.35,2019-04-23,Transfer to Account,-6578.02,deposit
36082,,111,Spotify,10.0,2019-04-23,Subscription,4437.59,
36083,,96,Spotify,15.0,2019-04-23,Subscription,-5788.46,
36084,,107,Audible,15.0,2019-04-23,Subscription,-6224.06,
36085,,67,Dashlane,10.0,2019-04-23,Subscription,-657.48,
36086,,72,KFC,93.87,2019-04-23,Food,-3097.13,withdrawal
36087,,124,KFC,14.01,2019-04-23,Food,-1125.34,withdrawal
36088,,112,Event Cinemas,64.87,2019-04-23,Entertainment,-7246.66,withdrawal
36089,,108,Spotify,14.99,2019-04-23,Subscription,2379.12,
36090,,126,,13.9,2019-04-23,Uncategorised,-1363.31,withdrawal
36091,,107,Hulu,19.99,2019-04-23,Subscription,-6244.05,
36092,,112,,99.91,2019-04-23,Income,-7146.75,deposit
36093,,104,IGA,13.49,2019-04-23,Groceries,157.7,withdrawal
36094,,101,,33.81,2019-04-23,Transfer from Account,-6508.16,withdrawal
36095,,75,Dashlane,19.99,2019-04-23,Subscription,1096.14,
36096,,117,Dashlane,15.0,2019-04-23,Subscription,-4703.0,
36097,,125,Hungry Jacks,29.43,2019-04-23,Food,-4515.35,withdrawal
36098,,100,,61.28,2019-04-23,Transfer to Account,-3903.18,deposit
36099,,40,McDonalds,79.78,2019-04-23,Food,1188.56,withdrawal
36100,,19,Shell,64.22,2019-04-23,Fuel,894.11,withdrawal
36101,,110,Hulu,14.99,2019-04-23,Subscription,-922.69,
36102,,124,Coles,53.58,2019-04-23,Groceries,-1178.92,withdrawal
36103,,80,Red Rooster,19.56,2019-04-23,Food,-6701.88,withdrawal
36104,,105,,87.04,2019-04-23,Uncategorised,-4111.93,withdrawal
36105,,127,,70.51,2019-04-23,Transfer to Account,-1095.68,deposit
36106,,89,HBO-Go,19.99,2019-04-23,Subscription,-1823.98,
36107,,72,Priceline Pharmacy,42.44,2019-04-23,Health,-3139.57,withdrawal
36108,,111,Kmart,81.69,2019-04-23,Shopping,4355.9,withdrawal
36109,,128,Target,79.49,2019-04-23,Shopping,-6657.51,withdrawal
36110,,30,Dashlane,20.0,2019-04-23,Subscription,-7028.38,
36111,,109,Dashlane,19.99,2019-04-23,Subscription,-3727.22,
36112,,116,Dashlane,9.99,2019-04-23,Subscription,3736.26,
36113,,65,Netflix,20.0,2019-04-23,Subscription,-3019.03,
36114,,83,Hungry Jacks,71.35,2019-04-23,Food,-6405.26,withdrawal
36115,,91,Dollar-Shave-Club,10.0,2019-04-23,Subscription,-4012.63,
36116,,50,Event Cinemas,32.67,2019-04-23,Entertainment,965.75,withdrawal
36117,,100,,1.86,2019-04-23,Transfer from Account,-3905.04,withdrawal
36118,,48,HBO-Go,10.0,2019-04-23,Subscription,-4993.92,
36119,,63,711,66.25,2019-04-23,Fuel,1545.21,withdrawal
36120,,124,KFC,79.28,2019-04-23,Food,-1258.2,withdrawal
36121,,88,Chemist Warehouse,57.78,2019-04-23,Health,823.68,withdrawal
36122,,106,,10.04,2019-04-23,Uncategorised,874.84,withdrawal
36123,,43,,46.24,2019-04-23,Income,1646.9,deposit
36124,,115,EB Games,67.12,2019-04-23,Entertainment,1305.26,withdrawal
36125,,88,iTunes,15.0,2019-04-23,Subscription,808.68,
36126,,83,,6.13,2019-04-23,Income,-6399.13,deposit
36127,,80,iTunes,14.99,2019-04-23,Subscription,-6716.87,
36128,,128,Coles,54.61,2019-04-23,Fuel,-6712.12,withdrawal
36129,,32,HBO-Go,19.99,2019-04-23,Subscription,-3632.72,
36130,,22,Audible,14.99,2019-04-23,Subscription,-435.24,
36131,,102,Dollar-Shave-Club,14.99,2019-04-23,Subscription,-3674.11,
36132,,114,Hulu,19.99,2019-04-23,Subscription,-6417.61,
36133,,42,,58.5,2019-04-23,Transfer to Account,-264.05,deposit
36134,,81,,89.45,2019-04-23,Transfer to Account,-3597.21,deposit
36135,,22,,24.98,2019-04-23,Income,-410.26,deposit
36136,,56,EB Games,60.68,2019-04-23,Entertainment,-4561.5,withdrawal
36137,,15,World-of-Warcraft,15.0,2019-04-23,Subscription,-7663.13,
36138,,81,Audible,9.99,2019-04-23,Subscription,-3607.2,
36139,,49,World-of-Warcraft,19.99,2019-04-23,Subscription,6.86,
36140,,36,Audible,10.0,2019-04-23,Subscription,-2847.65,
36141,,125,Target,35.31,2019-04-23,Shopping,-4550.66,withdrawal
36142,,77,Hungry Jacks,38.31,2019-04-23,Food,-2537.78,withdrawal
36143,,87,,73.74,2019-04-23,Income,-4930.59,deposit
36144,,117,,60.67,2019-04-23,Uncategorised,-4763.67,withdrawal
36145,,113,Hulu,15.0,2019-04-23,Subscription,-3590.55,
36146,,82,Priceline Pharmacy,30.23,2019-04-23,Health,-4981.99,withdrawal
36147,,89,,99.93,2019-04-23,Transfer from Account,-1923.91,withdrawal
36148,,91,iTunes,14.99,2019-04-23,Subscription,-4027.62,
36149,,129,,78.69,2019-04-23,Transfer to Account,-3558.59,deposit
36150,,110,Priceline Pharmacy,1.76,2019-04-23,Health,-924.45,withdrawal
36151,,73,HBO-Go,15.0,2019-04-23,Subscription,-5150.26,
36152,,99,Myer,21.3,2019-04-23,Shopping,-3747.37,withdrawal
36153,,56,Priceline Pharmacy,23.37,2019-04-23,Health,-4584.87,withdrawal
36154,,42,Woolworths,75.32,2019-04-23,Groceries,-339.37,withdrawal
36155,,95,Priceline Pharmacy,90.28,2019-04-23,Health,-2997.9,withdrawal
36156,,105,Chemist Warehouse,53.78,2019-04-23,Health,-4165.71,withdrawal
36157,,1,Coles,4.28,2019-04-23,Fuel,-2075.83,withdrawal
36158,,20,Shell,77.57,2019-04-23,Fuel,-3772.68,withdrawal
36159,,86,,81.53,2019-04-23,Transfer to Account,1861.64,deposit
36160,,103,,95.37,2019-04-23,Transfer from Account,2602.7,withdrawal
36161,,50,Hulu,14.99,2019-04-23,Subscription,950.76,
36162,,44,Netflix,15.0,2019-04-23,Subscription,-761.24,
36163,,110,JBHiFi,25.54,2019-04-23,Entertainment,-949.99,withdrawal
36164,,77,Big W,33.61,2019-04-23,Shopping,-2571.39,withdrawal
36165,,120,,55.12,2019-04-23,Uncategorised,2540.68,withdrawal
36166,,72,iTunes,19.99,2019-04-23,Subscription,-3159.56,
36167,,109,,83.72,2019-04-23,Transfer to Account,-3643.5,deposit
36168,,54,Target,46.64,2019-04-23,Shopping,1925.73,withdrawal
36169,,56,Hulu,15.0,2019-04-23,Subscription,-4599.87,
36170,,38,Dashlane,15.0,2019-04-23,Subscription,-1180.31,
36171,,83,iTunes,19.99,2019-04-23,Subscription,-6419.12,
36172,,31,HBO-Go,9.99,2019-04-23,Subscription,605.4,
36173,,128,World-of-Warcraft,20.0,2019-04-23,Subscription,-6732.12,
36174,,58,,69.46,2019-04-23,Transfer from Account,2972.55,withdrawal
36175,,112,Coles,4.96,2019-04-24,Groceries,-7151.71,withdrawal
36176,,14,Big W,37.83,2019-04-24,Shopping,1861.18,withdrawal
36177,,118,EB Games,32.16,2019-04-24,Entertainment,-7161.03,withdrawal
36178,,107,Coles,6.08,2019-04-24,Groceries,-6250.13,withdrawal
36179,,63,Dollar-Shave-Club,10.0,2019-04-24,Subscription,1535.21,
36180,,6,Dashlane,14.99,2019-04-24,Subscription,-2309.67,
36181,,79,Chemist Warehouse,69.15,2019-04-24,Health,-4499.65,withdrawal
36182,,55,Chemist Warehouse,92.07,2019-04-24,Health,-381.34,withdrawal
